TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.apache.commons.jxpath.ri.compiler.CoreOperationRelationalExpression,BRANCH,0.9534883720930233,43,41
org.apache.commons.math.util.MathUtils,BRANCH,0.9478260869565217,460,436
org.apache.commons.compress.archivers.sevenz.SevenZOutputFile,BRANCH,0.6405228758169934,153,97
org.apache.commons.jxpath.ri.model.beans.PropertyPointer,BRANCH,0.6666666666666666,60,40
org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizer,BRANCH,0.0380952380952381,210,8
org.apache.commons.compress.compressors.bzip2.BZip2CompressorInputStream,BRANCH,0.043010752688172046,279,12
org.apache.commons.jxpath.ri.model.dom.DOMNodePointer,BRANCH,0.744408945686901,313,233
org.apache.commons.math.optimization.general.AbstractLeastSquaresOptimizer,BRANCH,0.9487179487179487,39,37
org.apache.commons.math.optimization.univariate.BrentOptimizer,BRANCH,1.0,57,57
org.apache.commons.compress.archivers.sevenz.Coders,BRANCH,0.6111111111111112,54,33
org.apache.commons.math.optimization.MultiStartUnivariateRealOptimizer,BRANCH,0.9803921568627451,51,50
org.apache.commons.compress.archivers.tar.TarUtils,BRANCH,0.8629032258064516,124,100
org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizer,BRANCH,0.024390243902439025,205,5
org.apache.commons.math.stat.correlation.PearsonsCorrelation,BRANCH,1.0,36,36
org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,BRANCH,0.13026819923371646,261,34
org.apache.commons.math.analysis.solvers.BisectionSolver,BRANCH,1.0,11,11
org.apache.commons.compress.utils.IOUtils,BRANCH,0.9259259259259259,27,25
org.apache.commons.math.ode.nonstiff.EmbeddedRungeKuttaIntegrator,BRANCH,0.9242424242424242,66,61
org.apache.commons.math.ode.nonstiff.RungeKuttaIntegrator,BRANCH,0.7560975609756098,41,31
org.apache.commons.compress.archivers.tar.TarUtils,BRANCH,0.8278688524590164,122,100
org.apache.commons.math.analysis.solvers.BrentSolver,BRANCH,1.0,58,58
org.apache.commons.math.analysis.solvers.BrentSolver,BRANCH,1.0,58,58
org.apache.commons.compress.archivers.tar.TarArchiveInputStream,BRANCH,0.2986111111111111,144,43
org.apache.commons.compress.archivers.ArchiveStreamFactory,BRANCH,0.45161290322580644,93,42
org.apache.commons.math.ode.nonstiff.EmbeddedRungeKuttaIntegrator,BRANCH,0.9545454545454546,66,63
org.apache.commons.compress.archivers.cpio.CpioArchiveInputStream,BRANCH,0.3305084745762712,118,39
org.apache.commons.compress.archivers.cpio.CpioArchiveOutputStream,BRANCH,0.7083333333333334,120,85
org.apache.commons.compress.archivers.dump.DumpArchiveInputStream,BRANCH,0.0390625,128,5
org.apache.commons.compress.archivers.tar.TarArchiveInputStream,BRANCH,0.2585034013605442,147,38
org.apache.commons.math.stat.Frequency,BRANCH,0.9452054794520548,73,69
org.apache.commons.compress.archivers.tar.TarArchiveOutputStream,BRANCH,0.6953125,128,89
org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,BRANCH,0.12643678160919541,261,33
org.apache.commons.math.linear.SingularValueDecompositionImpl,BRANCH,0.927536231884058,69,64
org.apache.commons.compress.compressors.bzip2.BZip2CompressorInputStream,BRANCH,0.042704626334519574,281,12
org.apache.commons.math.linear.ArrayRealVector,BRANCH,0.9863636363636363,220,217
org.apache.commons.math.linear.OpenMapRealVector,BRANCH,1.0,184,184
org.apache.commons.compress.archivers.tar.TarUtils,BRANCH,0.8770491803278688,122,107
org.apache.commons.math.ode.events.EventState,BRANCH,0.7941176470588235,68,54
org.apache.commons.compress.archivers.tar.TarArchiveInputStream,BRANCH,0.38095238095238093,147,56
org.apache.commons.compress.compressors.CompressorStreamFactory,BRANCH,0.6923076923076923,65,45
org.apache.commons.compress.compressors.deflate.DeflateCompressorInputStream,BRANCH,0.47619047619047616,21,10
org.apache.commons.compress.archivers.zip.X7875_NewUnix,BRANCH,1.0,30,30
org.apache.commons.math.util.MathUtils,BRANCH,0.9807692307692307,364,357
org.apache.commons.compress.archivers.tar.TarUtils,BRANCH,0.8303571428571429,112,93
org.apache.commons.math.linear.EigenDecompositionImpl,BRANCH,0.8107476635514018,428,347
org.apache.commons.compress.archivers.sevenz.SevenZFile,BRANCH,0.023952095808383235,334,8
org.apache.commons.compress.archivers.tar.TarArchiveInputStream,BRANCH,0.34269662921348315,178,61
org.apache.commons.math.linear.EigenDecompositionImpl,BRANCH,0.8154205607476636,428,349
org.apache.commons.compress.archivers.tar.TarArchiveEntry,BRANCH,0.6666666666666666,201,134
org.apache.commons.math.optimization.linear.SimplexSolver,BRANCH,0.9736842105263158,38,37
org.apache.commons.math.optimization.linear.SimplexTableau,BRANCH,0.9739130434782609,115,112
org.apache.commons.math.optimization.direct.MultiDirectional,BRANCH,1.0,16,16
org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils,BRANCH,1.0,26,26
org.apache.commons.math.linear.CholeskyDecompositionImpl,BRANCH,0.36923076923076925,65,24
org.apache.commons.math.optimization.linear.SimplexTableau,BRANCH,0.9818181818181818,110,108
org.apache.commons.math.optimization.linear.SimplexTableau,BRANCH,0.9814814814814815,108,106
org.apache.commons.math.stat.Frequency,BRANCH,1.0,55,55
org.apache.commons.math.stat.Frequency,BRANCH,1.0,54,54
org.apache.commons.math.fraction.Fraction,BRANCH,0.9902912621359223,103,101
org.apache.commons.math.util.MathUtils,BRANCH,0.9236363636363636,275,254
org.apache.commons.math.util.MathUtils,BRANCH,0.9836065573770492,244,240
org.apache.commons.math.util.MathUtils,BRANCH,0.9915966386554622,238,236
org.apache.commons.math.distribution.FDistributionImpl,BRANCH,1.0,17,17
org.apache.commons.math.complex.Complex,BRANCH,0.9722222222222222,108,102
org.apache.commons.math.analysis.BrentSolver,BRANCH,1.0,55,55
org.apache.commons.math.linear.BigMatrixImpl,BRANCH,0.8571428571428571,315,270
org.apache.commons.math.linear.RealMatrixImpl,BRANCH,0.8582089552238806,268,230
org.apache.commons.math.util.MathUtils,BRANCH,0.9324324324324325,296,276
org.apache.commons.math.estimation.AbstractEstimator,BRANCH,0.9285714285714286,28,26
org.apache.commons.math.complex.ComplexFormat,BRANCH,0.974025974025974,77,74
org.apache.commons.math.stat.inference.ChiSquareTestImpl,BRANCH,0.9797979797979798,99,97
org.apache.commons.math.distribution.NormalDistributionImpl,BRANCH,0.8260869565217391,23,19
org.apache.commons.math.special.Gamma,BRANCH,1.0,45,45
org.apache.commons.math.stat.regression.SimpleRegression,BRANCH,1.0,33,33
org.apache.commons.math.fraction.ProperFractionFormat,BRANCH,0.8076923076923077,26,21
org.apache.commons.compress.utils.ArchiveUtils,BRANCH,0.9019607843137255,51,46
org.apache.commons.compress.utils.BitInputStream,BRANCH,0.92,25,23
org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,BRANCH,0.1524163568773234,269,41
org.apache.commons.compress.archivers.zip.UnixStat,BRANCH,1.0,0,0
org.apache.commons.compress.archivers.zip.ZipArchiveEntry,BRANCH,0.9695121951219512,164,159
org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream,BRANCH,0.578125,320,185
org.apache.commons.compress.utils.ChecksumCalculatingInputStream,BRANCH,1.0,12,12
org.apache.commons.compress.archivers.tar.TarUtils,BRANCH,0.8189655172413793,116,93
org.apache.commons.compress.archivers.zip.X5455_ExtendedTimestamp,BRANCH,0.9914529914529915,117,116
org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,BRANCH,0.11221122112211221,303,34
org.apache.commons.cli.TypeHandler,BRANCH,0.7586206896551724,29,22
org.apache.commons.math3.optim.BaseOptimizer,BRANCH,0.8823529411764706,17,15
org.apache.commons.math3.distribution.HypergeometricDistribution,BRANCH,1.0,38,38
org.apache.commons.math3.geometry.euclidean.threed.SubLine,BRANCH,1.0,18,18
org.apache.commons.math3.geometry.euclidean.twod.SubLine,BRANCH,1.0,39,39
org.apache.commons.math3.util.MathArrays,BRANCH,0.9922178988326849,257,255
org.apache.commons.math3.optim.BaseOptimizer,BRANCH,0.8823529411764706,17,15
org.apache.commons.math3.optim.nonlinear.scalar.gradient.NonLinearConjugateGradientOptimizer,BRANCH,0.2631578947368421,57,15
org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizer,BRANCH,0.0859375,256,22
org.apache.commons.math3.optim.nonlinear.scalar.noderiv.PowellOptimizer,BRANCH,0.29545454545454547,44,13
org.apache.commons.beanutils.locale.converters.FloatLocaleConverter,BRANCH,0.8333333333333334,18,15
org.apache.commons.beanutils.locale.converters.DateLocaleConverter,BRANCH,0.9574468085106383,47,45
org.apache.commons.beanutils.JDBCDynaClass,BRANCH,0.8620689655172413,29,25
org.apache.commons.beanutils.ResultSetDynaClass,BRANCH,1.0,7,7
org.apache.commons.beanutils.ResultSetIterator,BRANCH,0.9130434782608695,23,21
org.apache.commons.beanutils.RowSetDynaClass,BRANCH,0.8235294117647058,17,14
org.apache.commons.beanutils.JDBCDynaClass,BRANCH,0.8409090909090909,44,37
org.apache.commons.beanutils.RowSetDynaClass,BRANCH,0.9333333333333333,15,14
org.apache.commons.beanutils.PropertyUtilsBean,BRANCH,0.7662037037037037,432,314
org.apache.commons.beanutils.converters.ArrayConverter,BRANCH,0.8985507246376812,69,56
org.apache.commons.beanutils.BeanUtilsBean,BRANCH,0.615,200,121
org.apache.commons.beanutils.BeanUtilsBean,BRANCH,0.54,200,107
org.apache.commons.beanutils.MethodUtils,BRANCH,0.7427184466019418,206,152
org.apache.commons.beanutils.PropertyUtilsBean,BRANCH,0.6575342465753424,438,287
org.apache.commons.beanutils.PropertyUtilsBean,BRANCH,0.7184684684684685,444,307
org.apache.commons.beanutils.PropertyUtilsBean,BRANCH,0.757847533632287,446,335
org.apache.commons.beanutils.LazyDynaList,BRANCH,0.981651376146789,109,107
org.apache.commons.beanutils.BeanUtilsBean,BRANCH,0.6111111111111112,198,119
org.apache.commons.beanutils.locale.converters.FloatLocaleConverter,BRANCH,0.9,20,18
org.apache.commons.beanutils.BeanUtilsBean,BRANCH,0.594059405940594,202,119
org.apache.commons.beanutils.BeanUtilsBean,BRANCH,0.5980392156862745,204,120
org.apache.commons.beanutils.MethodUtils,BRANCH,0.7688679245283019,212,163
org.apache.commons.beanutils.MethodUtils,BRANCH,0.7522935779816514,218,163
org.apache.commons.beanutils.ConstructorUtils,BRANCH,0.8409090909090909,44,37
org.apache.commons.beanutils.MethodUtils,BRANCH,0.7681818181818182,220,168
org.apache.commons.beanutils.BeanUtilsBean,BRANCH,0.6019417475728155,206,83
org.apache.commons.beanutils.BeanUtilsBean,BRANCH,0.6037735849056604,212,127
org.apache.commons.beanutils.PropertyUtilsBean,BRANCH,0.7116704805491991,437,302
org.apache.commons.beanutils.locale.BaseLocaleConverter,BRANCH,0.9285714285714286,28,26
org.apache.commons.beanutils.BeanUtilsBean,BRANCH,0.5879629629629629,216,126
org.apache.commons.beanutils.FluentPropertyBeanIntrospector,BRANCH,0.9333333333333333,15,14
org.apache.commons.beanutils.BeanUtilsBean,BRANCH,0.5909090909090909,220,124
org.apache.commons.dbcp2.datasources.InstanceKeyObjectFactory,BRANCH,0.3974358974358974,78,15
org.apache.commons.dbcp2.DelegatingDatabaseMetaData,BRANCH,0.96,200,189
org.apache.commons.dbcp2.DelegatingResultSet,BRANCH,0.00881057268722467,227,2
org.apache.commons.dbcp2.DelegatingStatement,BRANCH,0.8172043010752689,93,75
org.apache.commons.dbcp2.managed.ManagedConnection,BRANCH,0.3076923076923077,52,16
org.apache.commons.dbcp2.managed.TransactionContext,BRANCH,0.6896551724137931,29,20
org.apache.commons.dbcp2.BasicDataSource,BRANCH,0.9080882352941176,272,247
org.apache.commons.dbcp2.DelegatingConnection,BRANCH,0.7404580152671756,131,60
org.apache.commons.dbcp2.BasicDataSource,BRANCH,0.8846153846153846,260,230
org.apache.commons.dbcp2.BasicDataSourceFactory,BRANCH,0.543046357615894,151,82
org.apache.commons.dbcp2.datasources.CPDSConnectionFactory,BRANCH,0.43902439024390244,41,18
org.apache.commons.dbcp2.datasources.KeyedCPDSConnectionFactory,BRANCH,0.3783783783783784,37,14
org.apache.commons.dbcp2.DelegatingConnection,BRANCH,0.7906976744186046,129,100
org.apache.commons.dbcp2.BasicDataSource,BRANCH,0.823076923076923,260,214
org.apache.commons.dbcp2.managed.BasicManagedDataSource,BRANCH,0.6470588235294118,17,11
org.apache.commons.dbcp2.BasicDataSource,BRANCH,0.7769230769230769,260,202
org.apache.commons.dbcp2.PoolableConnectionFactory,BRANCH,0.43617021276595747,94,41
org.apache.commons.dbcp2.managed.PoolableManagedConnectionFactory,BRANCH,0.2857142857142857,7,2
org.apache.commons.dbcp2.managed.ManagedConnection,BRANCH,0.4782608695652174,46,23
org.apache.commons.dbcp2.managed.TransactionContext,BRANCH,0.6363636363636364,22,14
org.apache.commons.dbcp2.managed.ManagedConnection,BRANCH,0.41304347826086957,46,19
org.apache.commons.dbcp2.PoolingDataSource,BRANCH,0.6,30,18
org.apache.commons.dbcp2.PoolablePreparedStatement,BRANCH,0.0,16,0
org.apache.commons.fileupload.FileUploadBase,BRANCH,0.34306569343065696,137,47
org.apache.commons.fileupload.FileUploadException,BRANCH,1.0,8,8
org.apache.commons.fileupload.MultipartStream,BRANCH,0.5045045045045045,111,55
